id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
341,还没有我买的50多的za好用 目前最难用的一款隔离 根本不好晕开 也遮不住什么,_,满意,整体,正面
342,趁活动买了两份，看着还不错，晚上试试效果,遮瑕,不适合,功效,负面
343,挺不错的，一直用这款,隔离效果,挺好的,功效,正面
344,面膜很好，很水润，物美价廉，喜欢,保湿度,一般般,功效,中性
345,感觉还可以。一两贴看不出效果，多贴几贴之后再来评价。,_,很好吸收,使用体验,正面
346,物流很快，性价比很高，好评！满意的一次购物,_,很好用,整体,正面
347,还没有用，听朋友介绍下单的！期待好的效果！特别实惠这次买的！物流太给力了！,_,太赞了,整体,正面
348,补水效果很好，味道也好闻。,_,不错,整体,正面
349,东西很不错，就是按着不好弄，流出来很少，质量杠杠的,送货,超级快,物流,正面
350,保湿不油腻，适合我的肤质,_,是正品,真伪,正面
351,这款气垫cc真不错的，很接近肤色，不是特别油，有淡淡得香味，太超值了，买一个送两个，这些能用好长时间,_,喜欢,整体,正面
352,昨天试用了，不干，挺温和~,_,很润,使用体验,正面
353,很好，明天开始用,_,很好吸收,使用体验,正面
354,第二次购买了，温和卸妆无负担，卸眼妆都不会感觉刺激，也不干，卸的干净，量大耐用。挺喜欢的,包装,很好,包装,正面
355,回头客了，挺好,_,不错,整体,正面
356,很迷你，很细腻白的不浮夸，淡淡的香味，要好好卸妆,_,很棒,整体,正面
357,"价格实惠,物流很快,一直信赖**",_,好,整体,正面
358,可以的很温和不敏感好评,_,不干燥,使用体验,正面
359,第一次用，还可以。价位也非常合适。以后有活动还会继续光顾的。,_,五星好评,整体,正面
360,价格很优惠，就是保质期太短了，给个好评鼓给个励 商品很不错！,_,有点痒,使用体验,负面
361,很喜欢，第二次购买了，很好用,_,卸不干净,功效,负面
362,第二次买，就是生产日期比较旧,防晒效果,_,功效,中性
363,可以。。。,_,蛮好用,整体,正面
364,去年给老妈买过  说好用  活动买的  就是看着包装和原来的稍微有点不一样  不知道用着怎么样了,_,比较清爽,使用体验,正面
365,**快递速度快，昨天下单，今天就到了，面膜与实物相符，效果等用了才知道，不过应该给快递点赞。,_,喜欢,整体,正面
366,不错?????????????????????????????,颜色,好看,其他,正面
367,看产品成分选的，面膜也很水不粘稠，价格实惠基础补水护肤很适合，至于修复角质层的效果得等一段时间。,服务态度,很好,服务,正面
368,以前用过，挺温和的,物流,快速,物流,正面
369,一直在用***产品，适合我皮肤，很好,_,很棒,整体,正面
370,以前在实体店买过，在**看到这款，比实体店要便宜太多了，价格优惠，用着也挺好,_,不错,整体,正面
371,易过敏体质用了也很舒服，还是不错,_,很好用,整体,正面
372,非常好。第一次买。用起来很好。很白。隔离效果很好。也不壳粉 以后会继续购买 送了赠品 都是正品,隔离效果,不错,功效,正面
373,外壳好看，还送了两个替换装，好评好评，祝卖家生意兴隆,活动,_,价格,正面
374,洗面奶收到了，这是第二次购买洗面奶很好用，洗了之后水润润的。,_,蛮不错的,整体,正面
375,很好，很划算，很划算，一直会购买！妈妈很喜欢！,_,很不错,整体,正面
376,有疑问小鲸鱼都一一解答服务非常好,_,清澈,使用体验,正面
377,味道非常喜欢，很滋润,_,很自然,功效,正面
378,第一次用，真的挺不错的，是我想要的，下次还会来的,_,很贴,使用体验,正面
379,一次买了好多，夏天来了，多补水多敷面膜。看着就喜欢，希望效果也很好。,_,有光泽,功效,正面
380,挺小一瓶，很好推开，显白水润还送卸妆水，就是有点小贵,_,很好,整体,正面
381,很讨厌有一片面膜破了，水漏了一袋子,新包装样式,很喜欢,包装,正面
382,孩子喜欢这款洗面奶，活动价买的，划算,物流,很给力,物流,正面
383,这是回购的，用着很不错，水乳用的也是***，真的挺好。,_,很划算,价格,正面
384,第二次购买了，很好用，味道也好，有意向的可以下手了,保湿,真的好,功效,正面
385,感觉应该不是正品，我在商场买的包装袋外面有一层保护膜，网上买的保护膜都没有,_,非常不错,整体,正面
386,面膜很好用，用完再回购,服务态度,很好,服务,正面
387,不错价格实惠,物流,很快,物流,正面
388,面膜很润，很柔暖，敷了两次了，感觉还可以,_,很不错,整体,正面
389,用了，还不错，果冻的质地还可以。面膜是布制的，洗洗可以当抹布或者小毛巾什么的，也挺环保。可以的,_,喜欢喜欢,整体,正面
390,给老婆买的，这个用着挺好,_,特别补水,功效,正面
391,很好用，和实体店的质量一样的，第一次网购这个品牌的粉底液，BB霜，下次有机会肯定还会继续购买,_,真的很耐斯,整体,正面
392,是正品，跟店里的一样，用了几片了，感觉效果挺好。,_,不错,整体,正面
393,用着非常好，我很喜欢。棒棒的。,物流,超级给力,物流,正面
394,使用过这个牌子的化妆品，还可以，**配送很给力，五分好评,_,不错,整体,正面
395,一直都钟爱的牌子，适合自己最重要,新包装,特别喜欢,包装,正面
396,一直用这个产品很喜欢,_,很方便,其他,正面
397,第一次用，用着还不错，稍微有点改变，不过有点干。,_,不紧绷,使用体验,正面
398,感觉可以，很好涂抹，味道也喜欢。,_,很保湿,功效,正面
399,包装盒压扁了，快递很负责的让我打开看看有没有破损，第一次用这个牌子的护肤品，好用会回购的,_,不油腻,整体,正面
400,很好用，已经推荐给朋友了，自己也会回购,卸妆,很干净,功效,正面
401,面膜很好，物流也很快，用完了还继续买,_,很划算,价格,正面
402,服务超级棒  物流很快  东西也是正品  这次网购很高兴,_,好用,整体,正面
403,第二天就送到了，马上试了下，不卡粉是我喜欢的,_,很好用,整体,正面
404,很好，不错,_,很补水,功效,正面
405,卖家赠送的 非常好 喜欢,效果,不错,功效,正面
406,第一次使用气垫cc，果然比bb霜好用多了，很细腻，也很提亮肤色，，相当不错，**快递更是没得说,_,不错,整体,正面
407,不错是正品，价格有优势，快递也很给力，以后会继续购买,_,好评,整体,正面
408,买一送一很划算,_,还可以,整体,正面
409,挺好的不错。多给我点点豆子吧。,_,好用,整体,正面
410,挺好的!用完再购！,_,实惠,价格,正面
411,不好用，*，不好用,_,过敏了,使用体验,正面
412,好划算，还没用。看着还不错。69买一送一，加9.9在买一份一共60片。包装也挺好看的，可以用好久。,_,好评,整体,正面
413,老婆自已挑的，希望满意！,_,很好,整体,正面
414,媳妇说挺实惠，送了两个备用,_,白皙,功效,正面
415,超级好用，超级划算！！！购买N次一如既往地好！还会继续光顾！！！,_,水嫩,使用体验,正面
416,本来就有一个又送一个，实际相当于三个。味道还可以,_,没有干粉,使用体验,正面
417,个人干湿混合型，上妆比较滋润，相较其他遮瑕，没有那么强，比较轻薄。持久度还是挺ok的，,_,一点也不紧绷,使用体验,正面
418,第六次购买了  面膜补水非常好 而且是超值装  清爽补水棒棒哒,_,超值,价格,正面
419,帮朋友下的单，问了朋友，说效果不错。,_,很好用,整体,正面
420,很好，很快，还会继续支持**。加油加油加油,_,清爽,使用体验,正面
421,又划算，又多这么多的面膜，可以用好长时间了，用过之后脸上滑滑的嫩嫩的喜欢,_,不刺激,使用体验,正面
422,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。,_,非常好用,整体,正面
423,非常不错，泡沫细腻，味道很好闻，棒棒哒！,_,特别补水,功效,正面
424,价格不贵，含量比较少，应该还不错挺好的,_,很不错,整体,正面
425,质量不错！老婆很喜欢！,包装,很高大尚,包装,正面
426,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢,卸妆效果,很好,功效,正面
427,这个卸妆水很不错呀，并且买300ml的卸妆水，给了160ml的赠品卸妆水，赞！,_,很干净,功效,正面
428,一般，感觉洗不干净,_,不刺激,使用体验,正面
429,送货速度很快，一直用***的护肤品，很好用。,_,挺舒服的,使用体验,正面
430,平时也舍不得买，有活动才买,_,滑滑的,使用体验,正面
431,一直都用这个，第一次在网上买这个，味道闻起来是一样的，希望一样好用,_,很划算,价格,正面
432,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。,_,好用,整体,正面
433,自己用着还不错，这个是送给妹妹的，挺好,_,很好用,整体,正面
434,很不错，配送很快,_,喜欢,整体,正面
435,查了是正品放心使用，买了***的水乳，爽肤水，还有面霜，宝贝不错，可以用好几个月了。,成分,很安全,成分,正面
436,用后感觉挺好的。,_,不错,整体,正面
437,还没用不知道怎么样，但是跟专柜的有区别，外面摸着特别软，专柜的外面摸着是有点硬度的,保温效果,挺好的,功效,正面
438,物流真是快阿，物美价廉好评,_,没有出现过敏,使用体验,正面
439,一点都没有遮暇效果，反正只能说不过敏吧,_,不差,整体,正面
440,酒精味好浓,_,不错,整体,正面
441,超级好用，物美价廉,活动,很划算,价格,正面
442,扫二维码查了是正品，朋友推荐的，用一段时间后再来评价。,_,很好用,整体,正面
443,好用好用水润,味道,不错,气味,正面
444,还没用，但很快就到了i,_,物美价廉,价格,正面
445,一直用的这个牌子，挺温和的水润，还送了小瓶的,物流,快,物流,正面
446,很好，需要还会再来,精华液,很多,成分,正面
447,还可以吧，不油不腻,_,嫩嫩的,使用体验,正面
448,不错哦。速度很快，~。以后就买****的了。,_,不错,整体,正面
449,东西很好啊有活动时候买的也很划算 很好吃！**牛批,_,有点白,使用体验,中性
450,一直用挺不错,香味,淡淡的,气味,正面
451,宝贝儿收到了，一切都好，我还担心会冻了，打开看了没冻心情美美哒，这款面膜保湿效果真的不错哦！,_,超好用,整体,正面
452,还可以吧就是涂在脸上有些干,包装,太简陋,包装,负面
453,个人情况：有点点酒精味，不过能接受，就不不知道用久了会不会对皮肤不太好,_,不喜欢,整体,负面
